;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;05:3,01 a 4,00;2;23;5;42;4;89;82;158;35;97;2;0;412;578;631;1.616;493;382;1.583;1.442;769;654;734;12.744;23;22.600;2;13;1;5;3;13;22;63;12;11;4;0;79;81;121;967;159;480;492;205;723;1.246;772;8.411;11;13.896;4;36;6;47;7;102;104;221;47;108;6;0;491;659;752;2.583;652;862;2.075;1.647;1.492;1.900;1.506;21.155;34;36.496
;06:4,01 a 5,00;4;26;3;16;2;31;34;81;14;47;1;0;166;471;372;597;234;391;600;551;304;238;810;6.770;17;11.780;3;7;0;2;1;3;7;13;5;9;1;0;35;78;71;536;81;362;378;160;432;623;911;6.519;9;10.246;7;33;3;18;3;34;41;94;19;56;2;0;201;549;443;1.133;315;753;978;711;736;861;1.721;13.289;26;22.026
;07:5,01 a 7,00;4;13;2;18;1;22;27;94;12;42;1;0;160;298;292;522;217;759;584;635;301;185;1.249;9.112;13;14.563;8;2;1;4;0;3;9;28;2;11;0;0;24;73;51;492;86;635;383;198;392;478;1.181;11.314;9;15.384;12;15;3;22;1;25;36;122;14;53;1;0;184;371;343;1.014;303;1.394;967;833;693;663;2.430;20.426;22;29.947
;08:7,01 a 10,00;10;8;0;11;0;8;11;32;5;19;0;0;99;205;201;280;124;706;468;458;219;220;1.353;9.077;8;13.522;12;7;0;2;1;3;2;15;1;5;0;0;18;43;50;219;44;525;277;145;221;618;1.350;9.866;6;13.430;22;15;0;13;1;11;13;47;6;24;0;0;117;248;251;499;168;1.231;745;603;440;838;2.703;18.943;14;26.952
;09:10,01 a 15,00;19;6;1;7;0;9;2;12;1;14;0;0;49;186;124;106;77;563;364;284;371;187;1.031;4.852;2;8.267;8;6;0;0;0;2;0;5;0;2;0;0;19;56;17;74;21;519;205;77;357;368;975;4.205;6;6.922;27;12;1;7;0;11;2;17;1;16;0;0;68;242;141;180;98;1.082;569;361;728;555;2.006;9.057;8;15.189
;10:15,01 a 20,00;9;0;0;2;0;1;1;8;2;5;0;0;24;55;25;27;35;230;138;125;86;39;366;1.893;1;3.072;10;0;0;0;0;0;0;2;0;2;0;0;2;24;4;15;13;141;87;26;125;88;355;1.174;0;2.068;19;0;0;2;0;1;1;10;2;7;0;0;26;79;29;42;48;371;225;151;211;127;721;3.067;1;5.140
;11:Mais de 20,00;35;7;1;4;0;0;5;5;0;6;0;0;23;168;11;42;35;187;325;67;76;35;407;2.663;1;4.103;4;0;0;0;0;0;0;2;0;1;0;0;2;18;2;6;6;74;207;10;59;78;300;1.905;0;2.674;39;7;1;4;0;0;5;7;0;7;0;0;25;186;13;48;41;261;532;77;135;113;707;4.568;1;6.777
;{ñ class};0;6;13;5;3;26;45;27;9;25;2;0;115;77;387;354;84;31;370;372;335;37;112;90;36;2.561;1;0;1;0;2;0;8;21;2;9;10;0;41;17;21;310;14;31;84;41;271;117;119;68;4;1.192;1;6;14;5;5;26;53;48;11;34;12;0;156;94;408;664;98;62;454;413;606;154;231;158;40;3.753
160030:Macapá - AP;Total;87;335;76;60;3;22;110;138;67;39;35;0;802;809;4.385;11.334;2.909;552;7.200;2.292;3.096;729;1.962;19.914;386;57.342;20;37;9;8;3;4;23;54;31;17;68;0;429;233;906;8.134;910;678;3.889;579;4.329;1.338;2.578;24.496;62;48.835;107;372;85;68;6;26;133;192;98;56;103;0;1.231;1.042;5.291;19.468;3.819;1.230;11.089;2.871;7.425;2.067;4.540;44.410;448;106.177
;00:Até 0,50;0;1;0;0;0;0;0;0;1;0;0;0;1;14;16;184;49;5;33;31;34;1;45;0;0;415;0;0;0;0;0;0;0;0;1;0;0;0;7;11;5;179;34;9;23;29;23;6;40;0;0;367;0;1;0;0;0;0;0;0;2;0;0;0;8;25;21;363;83;14;56;60;57;7;85;0;0;782
;01:0,51 a 1,00;0;26;9;3;1;2;9;7;8;3;3;0;76;15;210;895;114;19;233;42;323;110;161;160;117;2.546;1;1;2;3;1;0;13;8;7;3;6;0;60;12;26;595;40;25;194;25;339;91;277;193;12;1.934;1;27;11;6;2;2;22;15;15;6;9;0;136;27;236;1.490;154;44;427;67;662;201;438;353;129;4.480
;02:1,01 a 1,50;36;239;40;18;2;8;58;65;41;32;22;0;345;28;1.916;6.370;1.441;61;1.622;683;1.684;214;425;600;204;16.154;6;23;3;2;1;1;5;34;17;9;50;0;215;21;632;4.611;425;105;1.745;253;2.989;521;797;783;35;13.283;42;262;43;20;3;9;63;99;58;41;72;0;560;49;2.548;10.981;1.866;166;3.367;936;4.673;735;1.222;1.383;239;29.437
;03:1,51 a 2,00;14;43;20;10;0;5;27;29;12;2;9;0;147;23;1.055;1.953;646;42;742;292;524;136;180;840;32;6.783;5;5;3;1;1;1;2;7;4;5;10;0;81;6;152;1.524;186;73;325;80;423;392;260;1.712;4;5.262;19;48;23;11;1;6;29;36;16;7;19;0;228;29;1.207;3.477;832;115;1.067;372;947;528;440;2.552;36;12.045
;04:2,01 a 3,00;26;16;6;18;0;7;11;31;5;2;1;0;141;17;805;1.137;382;62;3.694;711;284;56;247;1.532;22;9.213;3;6;1;1;0;2;3;4;2;0;1;0;30;2;48;709;133;106;1.335;96;250;79;246;2.022;7;5.086;29;22;7;19;0;9;14;35;7;2;2;0;171;19;853;1.846;515;168;5.029;807;534;135;493;3.554;29;14.299
;05:3,01 a 4,00;7;4;1;10;0;0;2;6;0;0;0;0;57;22;228;365;132;82;540;191;91;87;189;1.369;4;3.387;1;1;0;1;0;0;0;0;0;0;0;0;17;17;26;281;47;110;80;36;87;118;229;2.168;2;3.221;8;5;1;11;0;0;2;6;0;0;0;0;74;39;254;646;179;192;620;227;178;205;418;3.537;6;6.608
;06:4,01 a 5,00;2;2;0;0;0;0;1;0;0;0;0;0;7;76;53;183;52;38;98;138;39;17;150;2.686;5;3.547;1;0;0;0;0;0;0;1;0;0;0;0;10;43;8;95;11;55;39;15;44;35;146;3.373;1;3.877;3;2;0;0;0;0;1;1;0;0;0;0;17;119;61;278;63;93;137;153;83;52;296;6.059;6;7.424
;07:5,01 a 7,00;1;0;0;0;0;0;1;0;0;0;0;0;14;249;40;130;44;92;46;75;34;50;199;5.587;1;6.563;2;1;0;0;0;0;0;0;0;0;0;0;6;64;6;67;18;81;43;12;50;47;224;6.993;1;7.615;3;1;0;0;0;0;1;0;0;0;0;0;20;313;46;197;62;173;89;87;84;97;423;12.580;2;14.178
;08:7,01 a 10,00;1;1;0;0;0;0;0;0;0;0;0;0;3;195;20;51;20;56;37;39;21;31;188;3.657;0;4.320;1;0;0;0;0;0;0;0;0;0;1;0;3;19;2;30;7;65;36;11;16;22;223;4.808;0;5.244;2;1;0;0;0;0;0;0;0;0;1;0;6;214;22;81;27;121;73;50;37;53;411;8.465;0;9.564
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;66;8;20;10;42;43;38;37;19;109;1.895;0;2.287;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;10;6;30;27;11;79;18;83;1.522;0;1.798;0;0;0;0;0;0;0;0;0;0;0;0;0;78;8;30;16;72;70;49;116;37;192;3.417;0;4.085
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;31;1;6;0;23;21;13;10;4;24;709;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;11;14;6;6;4;22;449;0;523;0;0;0;0;0;0;0;0;0;0;0;0;1;41;1;7;0;34;35;19;16;8;46;1.158;0;1.366
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;66;4;2;1;28;33;1;2;2;10;878;0;1.027;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;4;17;1;3;0;7;473;0;519;0;0;0;0;0;0;0;0;0;0;0;0;0;78;5;3;1;32;50;2;5;2;17;1.351;0;1.546
;{ñ class};0;3;0;1;0;0;1;0;0;0;0;0;10;7;29;38;18;2;58;38;13;2;35;1;1;257;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;31;3;4;11;4;20;5;24;0;0;106;0;3;0;1;0;0;1;0;0;0;0;0;10;11;29;69;21;6;69;42;33;7;59;1;1;363
172100:Palmas - TO;Total;136;698;220;97;3;76;105;188;453;152;40;2;449;1.614;8.130;7.345;2.349;549;5.597;2.300;3.480;475;3.199;28.562;381;66.600;17;81;38;12;0;12;9;73;383;29;63;2;296;370;639;5.930;804;617;3.513;557;4.453;1.820;3.657;40.406;61;63.842;153;779;258;109;3;88;114;261;836;181;103;4;745;1.984;8.769;13.275;3.153;1.166;9.110;2.857;7.933;2.295;6.856;68.968;442;130.442
;00:Até 0,50;0;2;0;0;0;0;0;3;2;0;0;0;1;1;26;20;10;5;16;4;355;1;8;1;0;455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;14;5;2;5;14;334;4;24;4;0;416;0;2;0;0;0;0;0;3;2;0;0;0;1;1;36;34;15;7;21;18;689;5;32;5;0;871
;01:0,51 a 1,00;0;48;9;5;0;1;4;6;5;6;3;0;15;8;229;263;92;14;374;23;212;22;111;1.607;66;3.123;0;3;0;0;0;0;1;2;4;2;3;0;16;11;46;215;49;26;888;36;318;31;165;1.209;18;3.043;0;51;9;5;0;1;5;8;9;8;6;0;31;19;275;478;141;40;1.262;59;530;53;276;2.816;84;6.166
;02:1,01 a 1,50;13;276;88;40;2;19;66;52;219;45;21;2;182;114;2.489;3.392;904;34;1.246;454;1.398;170;349;3.858;166;15.599;4;36;15;7;0;5;8;28;309;12;44;2;195;51;294;3.625;406;110;1.496;150;2.555;889;702;6.621;24;17.588;17;312;103;47;2;24;74;80;528;57;65;4;377;165;2.783;7.017;1.310;144;2.742;604;3.953;1.059;1.051;10.479;190;33.187
;03:1,51 a 2,00;32;189;64;32;1;20;19;44;65;29;7;0;108;278;2.276;1.564;507;21;1.090;391;559;118;257;1.985;61;9.717;2;9;9;1;0;3;0;9;38;5;8;0;47;60;102;1.051;138;39;432;126;460;460;260;2.504;8;5.771;34;198;73;33;1;23;19;53;103;34;15;0;155;338;2.378;2.615;645;60;1.522;517;1.019;578;517;4.489;69;15.488
;04:2,01 a 3,00;61;119;48;14;0;15;15;40;117;37;6;0;91;504;2.027;1.220;447;27;2.204;985;475;54;450;2.919;53;11.928;10;18;9;4;0;3;0;11;20;5;7;0;20;74;106;660;115;60;360;110;307;173;493;6.085;6;8.656;71;137;57;18;0;18;15;51;137;42;13;0;111;578;2.133;1.880;562;87;2.564;1.095;782;227;943;9.004;59;20.584
;05:3,01 a 4,00;18;40;8;1;0;9;0;21;19;19;2;0;31;254;510;381;189;76;269;155;143;64;343;1.846;14;4.412;0;8;3;0;0;0;0;14;4;4;0;0;12;40;22;168;38;68;132;41;149;167;420;3.990;2;5.282;18;48;11;1;0;9;0;35;23;23;2;0;43;294;532;549;227;144;401;196;292;231;763;5.836;16;9.694
;06:4,01 a 5,00;7;7;2;1;0;8;1;9;13;8;1;0;4;139;195;206;71;54;122;64;89;19;345;3.061;7;4.433;1;5;2;0;0;0;0;3;2;1;0;0;3;52;21;86;24;50;65;23;113;47;376;6.998;1;7.873;8;12;4;1;0;8;1;12;15;9;1;0;7;191;216;292;95;104;187;87;202;66;721;10.059;8;12.306
;07:5,01 a 7,00;3;7;0;3;0;2;0;8;6;2;0;0;14;95;137;160;62;97;99;90;85;11;348;5.459;4;6.692;0;1;0;0;0;1;0;3;3;0;1;0;0;29;16;69;15;81;54;26;74;29;317;7.684;1;8.404;3;8;0;3;0;3;0;11;9;2;1;0;14;124;153;229;77;178;153;116;159;40;665;13.143;5;15.096
;08:7,01 a 10,00;0;2;0;0;0;1;0;1;5;2;0;0;0;89;109;79;23;90;49;52;55;7;450;2.907;2;3.923;0;1;0;0;0;0;0;1;2;0;0;0;0;22;16;21;9;74;24;17;32;7;497;2.012;0;2.735;0;3;0;0;0;1;0;2;7;2;0;0;0;111;125;100;32;164;73;69;87;14;947;4.919;2;6.658
;09:10,01 a 15,00;0;3;0;0;0;0;0;3;0;0;0;0;1;60;43;27;20;73;31;46;72;4;332;2.128;2;2.845;0;0;0;0;0;0;0;0;1;0;0;0;1;19;3;4;1;74;15;7;75;6;288;1.549;0;2.043;0;3;0;0;0;0;0;3;1;0;0;0;2;79;46;31;21;147;46;53;147;10;620;3.677;2;4.888
;10:15,01 a 20,00;0;0;0;0;0;0;0;1;0;0;0;0;0;30;4;6;5;36;29;7;12;2;107;893;2;1.134;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;18;20;1;10;1;73;750;1;881;0;0;0;0;0;0;0;1;0;0;0;0;0;36;5;6;5;54;49;8;22;3;180;1.643;3;2.015
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2;1;3;22;30;4;6;2;86;1.879;3;2.070;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;12;13;0;1;0;26;974;0;1.031;0;0;0;0;0;0;0;1;0;0;0;0;0;36;2;1;3;34;43;4;7;2;112;2.853;3;3.101
;{ñ class};2;5;1;1;0;1;0;0;2;4;0;0;2;10;83;26;16;0;38;25;19;1;13;19;1;269;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;17;4;3;9;6;25;6;16;26;0;119;2;5;1;1;0;1;0;1;2;4;0;0;4;12;85;43;20;3;47;31;44;7;29;45;1;388
211130:São Luiz - MA;Total;530;749;2.365;345;311;123;327;702;349;749;104;0;3.549;2.113;39.500;26.471;8.291;1.663;29.064;15.961;15.367;3.473;5.702;44.320;338;202.466;123;140;298;49;22;24;81;389;102;122;384;1;1.959;697;3.795;24.514;2.616;1.703;12.850;4.365;20.142;9.938;8.414;58.724;206;151.658;653;889;2.663;394;333;147;408;1.091;451;871;488;1;5.508;2.810;43.295;50.985;10.907;3.366;41.914;20.326;35.509;13.411;14.116;103.044;544;354.124
;00:Até 0,50;0;0;105;0;0;0;0;1;0;0;0;0;2;12;96;24;19;2;19;32;113;3;58;8;0;494;0;0;3;0;0;0;0;0;0;0;0;0;1;11;67;43;16;4;32;24;81;4;78;5;0;369;0;0;108;0;0;0;0;1;0;0;0;0;3;23;163;67;35;6;51;56;194;7;136;13;0;863
;01:0,51 a 1,00;1;22;66;4;4;2;12;12;22;7;8;0;112;16;1.433;773;166;12;921;338;753;91;343;1.699;40;6.857;1;4;40;1;0;3;3;19;3;4;40;1;108;9;227;677;91;25;1.511;192;1.013;309;542;2.329;14;7.166;2;26;106;5;4;5;15;31;25;11;48;1;220;25;1.660;1.450;257;37;2.432;530;1.766;400;885;4.028;54;14.023
;02:1,01 a 1,50;29;265;283;88;53;71;195;239;153;209;83;0;1.487;82;14.015;15.871;2.787;111;9.069;2.868;8.124;1.569;1.261;3.710;199;62.821;5;47;64;16;11;13;46;201;58;55;319;0;1.330;13;1.576;16.766;1.214;223;6.962;2.313;13.089;6.113;2.842;6.142;159;59.577;34;312;347;104;64;84;241;440;211;264;402;0;2.817;95;15.591;32.637;4.001;334;16.031;5.181;21.213;7.682;4.103;9.852;358;122.398
;03:1,51 a 2,00;39;200;195;76;115;21;87;124;74;176;5;0;676;139;9.184;4.683;1.375;84;12.338;2.145;2.586;549;508;3.625;42;39.046;3;16;24;12;5;3;16;46;12;13;12;0;169;20;604;3.626;401;116;1.868;316;2.532;1.378;988;5.590;13;17.783;42;216;219;88;120;24;103;170;86;189;17;0;845;159;9.788;8.309;1.776;200;14.206;2.461;5.118;1.927;1.496;9.215;55;56.829
;04:2,01 a 3,00;51;119;404;85;86;18;19;144;75;163;3;0;656;299;8.552;2.949;1.599;103;3.913;4.287;1.819;500;734;5.244;29;31.851;4;32;45;12;5;4;9;52;23;15;6;0;152;121;620;2.010;432;116;1.232;449;1.971;869;1.061;9.732;11;18.983;55;151;449;97;91;22;28;196;98;178;9;0;808;420;9.172;4.959;2.031;219;5.145;4.736;3.790;1.369;1.795;14.976;40;50.834
;05:3,01 a 4,00;46;51;249;32;23;2;3;63;11;62;2;0;228;265;2.246;958;812;186;1.060;1.798;789;228;592;8.948;8;18.662;4;11;29;2;1;1;4;30;4;14;1;0;69;111;233;655;194;203;425;221;664;399;677;12.294;2;16.248;50;62;278;34;24;3;7;93;15;76;3;0;297;376;2.479;1.613;1.006;389;1.485;2.019;1.453;627;1.269;21.242;10;34.910
;06:4,01 a 5,00;10;25;150;15;10;2;1;39;6;31;0;0;130;214;1.020;369;432;122;436;1.041;289;167;529;6.429;4;11.471;1;13;16;2;0;0;0;17;1;11;1;0;38;65;143;260;98;170;240;159;293;215;542;7.360;2;9.647;11;38;166;17;10;2;1;56;7;42;1;0;168;279;1.163;629;530;292;676;1.200;582;382;1.071;13.789;6;21.118
;07:5,01 a 7,00;11;31;344;17;12;4;1;62;4;28;0;0;103;362;977;370;438;253;387;1.033;206;116;696;5.038;6;10.499;11;11;25;1;0;0;1;12;0;6;0;0;24;120;143;222;80;274;232;231;203;215;704;7.118;2;9.635;22;42;369;18;12;4;2;74;4;34;0;0;127;482;1.120;592;518;527;619;1.264;409;331;1.400;12.156;8;20.134
;08:7,01 a 10,00;38;14;325;8;3;0;0;7;2;18;1;0;40;232;558;156;292;240;274;800;253;104;426;4.088;4;7.883;33;2;25;1;0;0;0;9;1;2;1;0;12;103;97;85;38;230;139;151;85;107;477;3.853;1;5.452;71;16;350;9;3;0;0;16;3;20;2;0;52;335;655;241;330;470;413;951;338;211;903;7.941;5;13.335
;09:10,01 a 15,00;94;7;89;6;3;0;1;2;0;11;0;0;30;135;398;62;199;283;174;671;151;59;281;2.601;2;5.259;30;2;10;2;0;0;2;0;0;0;0;0;7;52;27;31;24;227;77;128;30;60;267;2.531;1;3.508;124;9;99;8;3;0;3;2;0;11;0;0;37;187;425;93;223;510;251;799;181;119;548;5.132;3;8.767
;10:15,01 a 20,00;69;1;41;5;1;0;2;0;0;11;0;0;6;81;153;21;59;147;64;222;42;23;122;1.144;0;2.214;20;0;6;0;0;0;0;0;0;0;0;0;0;37;14;4;4;62;23;35;4;96;111;698;1;1.115;89;1;47;5;1;0;2;0;0;11;0;0;6;118;167;25;63;209;87;257;46;119;233;1.842;1;3.329
;11:Mais de 20,00;138;5;45;5;0;1;0;1;0;19;0;0;5;222;129;13;41;87;49;146;8;32;58;1.774;0;2.778;11;0;10;0;0;0;0;0;0;1;0;0;0;18;13;3;3;26;20;21;5;43;26;1.049;0;1.249;149;5;55;5;0;1;0;1;0;20;0;0;5;240;142;16;44;113;69;167;13;75;84;2.823;0;4.027
;{ñ class};4;9;69;4;1;2;6;8;2;14;2;0;74;54;739;222;72;33;360;580;234;32;94;12;4;2.631;0;2;1;0;0;0;0;3;0;1;4;0;49;17;31;132;21;27;89;125;172;130;99;23;0;926;4;11;70;4;1;2;6;11;2;15;6;0;123;71;770;354;93;60;449;705;406;162;193;35;4;3.557
221100:Terezina - PI;Total;241;2.073;1.444;245;180;884;1.439;807;442;813;926;64;4.320;2.880;28.487;22.908;7.214;1.747;18.661;8.251;12.982;6.026;7.439;34.960;831;166.264;43;140;144;45;22;211;167;306;172;246;2.254;31;2.008;603;1.539;16.595;2.782;1.870;11.832;1.298;14.442;13.770;9.378;42.598;152;122.648;284;2.213;1.588;290;202;1.095;1.606;1.113;614;1.059;3.180;95;6.328;3.483;30.026;39.503;9.996;3.617;30.493;9.549;27.424;19.796;16.817;77.558;983;288.912
;00:Até 0,50;0;0;4;1;0;5;0;3;0;4;9;0;0;0;60;48;25;1;14;33;91;42;189;166;4;699;0;0;1;1;0;15;0;1;0;8;11;0;0;0;29;63;26;2;15;43;106;57;128;31;0;537;0;0;5;2;0;20;0;4;0;12;20;0;0;0;89;111;51;3;29;76;197;99;317;197;4;1.236
;01:0,51 a 1,00;27;107;66;8;8;36;68;31;13;52;19;3;112;15;1.560;594;122;36;748;220;722;102;509;337;121;5.636;3;5;13;1;1;7;13;22;12;18;78;2;86;2;59;386;108;31;1.116;96;719;274;528;449;10;4.039;30;112;79;9;9;43;81;53;25;70;97;5;198;17;1.619;980;230;67;1.864;316;1.441;376;1.037;786;131;9.675
;02:1,01 a 1,50;93;1.247;865;152;133;602;682;401;284;506;680;58;2.468;1.011;14.110;14.815;3.847;245;8.026;3.374;9.183;1.921;1.861;6.335;504;73.403;10;73;91;27;11;168;73;190;119;158;2.013;28;1.623;141;646;12.124;1.761;535;8.158;538;11.188;5.431;3.152;8.901;89;57.248;103;1.320;956;179;144;770;755;591;403;664;2.693;86;4.091;1.152;14.756;26.939;5.608;780;16.184;3.912;20.371;7.352;5.013;15.236;593;130.651
;03:1,51 a 2,00;34;486;248;46;17;114;454;186;58;120;107;0;809;65;6.327;3.187;1.584;152;3.420;1.339;1.208;1.327;807;3.541;93;25.729;6;23;13;6;2;13;49;26;20;24;78;1;140;4;263;1.935;439;254;850;165;807;3.006;990;5.317;12;14.443;40;509;261;52;19;127;503;212;78;144;185;1;949;69;6.590;5.122;2.023;406;4.270;1.504;2.015;4.333;1.797;8.858;105;40.172
;04:2,01 a 3,00;39;172;144;18;14;72;147;107;42;66;79;1;485;49;4.005;2.171;976;129;4.180;1.925;794;964;703;3.522;55;20.859;11;26;15;5;5;6;26;45;12;20;43;0;77;9;239;1.155;276;185;849;173;699;2.250;1.038;5.648;20;12.832;50;198;159;23;19;78;173;152;54;86;122;1;562;58;4.244;3.326;1.252;314;5.029;2.098;1.493;3.214;1.741;9.170;75;33.691
;05:3,01 a 4,00;19;25;51;10;1;18;31;45;22;25;15;2;179;49;899;879;279;169;864;416;201;333;533;7.504;17;12.586;7;7;6;5;2;1;2;11;5;7;9;0;26;14;81;387;87;175;297;72;219;763;663;10.294;5;13.145;26;32;57;15;3;19;33;56;27;32;24;2;205;63;980;1.266;366;344;1.161;488;420;1.096;1.196;17.798;22;25.731
;06:4,01 a 5,00;2;11;14;1;4;6;20;14;5;7;5;0;74;123;374;422;120;108;375;190;123;176;455;2.724;18;5.371;0;3;2;0;0;0;1;5;3;3;1;0;22;61;57;184;33;94;151;62;113;358;556;4.829;8;6.546;2;14;16;1;4;6;21;19;8;10;6;0;96;184;431;606;153;202;526;252;236;534;1.011;7.553;26;11.917
;07:5,01 a 7,00;15;6;13;3;1;18;11;9;11;7;4;0;83;280;366;372;106;192;320;271;138;269;611;3.121;5;6.232;4;1;0;0;1;1;2;6;0;2;0;0;10;65;72;191;19;190;159;70;99;628;684;3.028;6;5.238;19;7;13;3;2;19;13;15;11;9;4;0;93;345;438;563;125;382;479;341;237;897;1.295;6.149;11;11.470
;08:7,01 a 10,00;6;3;17;3;1;8;11;5;2;9;2;0;31;509;187;173;70;224;250;119;138;196;820;3.683;4;6.471;1;1;1;0;0;0;0;0;1;0;0;0;8;121;45;75;11;172;90;37;102;430;812;1.851;2;3.760;7;4;18;3;1;8;11;5;3;9;2;0;39;630;232;248;81;396;340;156;240;626;1.632;5.534;6;10.231
;09:10,01 a 15,00;3;1;12;1;0;0;1;0;0;4;0;0;16;367;139;78;35;268;155;91;235;494;541;1.979;2;4.422;1;0;1;0;0;0;0;0;0;3;2;0;4;91;25;24;4;167;65;20;214;414;518;1.212;0;2.765;4;1;13;1;0;0;1;0;0;7;2;0;20;458;164;102;39;435;220;111;449;908;1.059;3.191;2;7.187
;10:15,01 a 20,00;0;0;2;0;0;1;2;0;0;1;0;0;4;186;38;10;9;132;108;24;38;132;171;924;0;1.782;0;0;0;0;0;0;0;0;0;0;0;0;0;56;11;2;0;48;28;7;38;81;146;416;0;833;0;0;2;0;0;1;2;0;0;1;0;0;4;242;49;12;9;180;136;31;76;213;317;1.340;0;2.615
;11:Mais de 20,00;1;0;0;0;0;0;1;0;0;0;0;0;1;156;28;15;4;81;71;16;11;52;115;1.090;0;1.642;0;0;0;0;0;0;0;0;0;0;0;0;0;29;5;3;0;9;21;2;4;27;94;604;0;798;1;0;0;0;0;0;1;0;0;0;0;0;1;185;33;18;4;90;92;18;15;79;209;1.694;0;2.440
;{ñ class};2;15;8;2;1;4;11;6;5;12;6;0;58;70;394;144;37;10;130;233;100;18;124;34;8;1.432;0;1;1;0;0;0;1;0;0;3;19;0;12;10;7;66;18;8;33;13;134;51;69;18;0;464;2;16;9;2;1;4;12;6;5;15;25;0;70;80;401;210;55;18;163;246;234;69;193;52;8;1.896
230440:Fortaleza - CE;Total;191;1.640;5.817;2.563;679;1.079;1.972;3.862;1.548;2.425;12.648;1.826;12.887;3.799;57.103;73.359;17.087;7.381;96.946;33.996;41.202;7.219;19.821;70.068;1.888;479.006;43;235;1.325;396;139;151;270;1.690;656;811;25.725;1.754;8.310;991;4.944;58.343;8.906;7.453;58.984;7.427;38.669;22.364;26.534;82.645;509;359.274;234;1.875;7.142;2.959;818;1.230;2.242;5.552;2.204;3.236;38.373;3.580;21.197;4.790;62.047;131.702;25.993;14.834;155.930;41.423;79.871;29.583;46.355;152.713;2.397;838.280
;00:Até 0,50;0;2;7;1;1;0;0;28;2;8;15;0;81;21;144;304;104;8;134;160;394;25;438;624;3;2.504;0;2;4;3;1;0;0;11;2;9;240;0;81;20;72;300;60;11;312;128;318;50;416;684;0;2.724;0;4;11;4;2;0;0;39;4;17;255;0;162;41;216;604;164;19;446;288;712;75;854;1.308;3;5.228
;01:0,51 a 1,00;7;116;314;77;34;64;157;462;110;100;856;141;567;61;2.983;4.014;560;119;3.738;1.518;2.940;222;1.882;1.895;142;23.079;3;15;141;26;11;17;26;178;76;54;1.407;100;883;53;456;3.591;502;155;5.058;520;3.226;469;3.762;2.277;60;23.066;10;131;455;103;45;81;183;640;186;154;2.263;241;1.450;114;3.439;7.605;1.062;274;8.796;2.038;6.166;691;5.644;4.172;202;46.145
;02:1,01 a 1,50;31;819;3.602;927;303;590;1.546;1.882;941;1.237;8.712;1.421;7.402;520;22.502;49.442;9.745;647;45.463;11.554;24.157;2.879;4.601;6.756;866;208.545;4;96;759;218;71;89;195;814;417;445;21.341;1.554;5.658;54;1.894;41.615;5.189;1.213;36.870;3.389;24.882;10.650;8.725;18.085;245;184.472;35;915;4.361;1.145;374;679;1.741;2.696;1.358;1.682;30.053;2.975;13.060;574;24.396;91.057;14.934;1.860;82.333;14.943;49.039;13.529;13.326;24.841;1.111;393.017
;03:1,51 a 2,00;31;266;812;583;87;185;162;655;187;287;1.638;70;2.342;733;15.605;8.776;2.742;306;21.660;7.230;5.420;1.437;2.152;5.333;420;79.119;3;38;133;60;22;18;28;230;62;87;1.291;46;707;33;741;5.635;1.104;497;5.657;1.188;3.732;4.449;2.435;8.184;45;36.425;34;304;945;643;109;203;190;885;249;374;2.929;116;3.049;766;16.346;14.411;3.846;803;27.317;8.418;9.152;5.886;4.587;13.517;465;115.544
