;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;2;20;5;29;0;0;1;2;4;10;2;0;16;263;1.439;141;76;87;61;93;250;9;285;3.027;8;5.830;0;5;0;3;0;0;0;4;0;0;0;0;3;71;75;44;16;87;39;30;198;14;336;1.945;2;2.872;2;25;5;32;0;0;1;6;4;10;2;0;19;334;1.514;185;92;174;100;123;448;23;621;4.972;10;8.702
;09:10,01 a 15,00;0;8;1;15;0;0;1;0;2;8;1;0;3;126;936;85;45;72;58;65;207;10;194;1.997;4;3.838;0;2;0;1;0;0;0;1;1;0;0;0;1;41;36;31;7;53;28;10;274;13;201;1.099;5;1.804;0;10;1;16;0;0;1;1;3;8;1;0;4;167;972;116;52;125;86;75;481;23;395;3.096;9;5.642
;10:15,01 a 20,00;0;2;0;9;0;0;0;0;0;1;0;0;4;63;669;27;12;41;27;18;45;15;76;1.042;4;2.055;0;0;0;0;0;0;0;0;0;0;0;0;1;19;22;4;1;18;11;3;35;6;74;501;1;696;0;2;0;9;0;0;0;0;0;1;0;0;5;82;691;31;13;59;38;21;80;21;150;1.543;5;2.751
;11:Mais de 20,00;0;1;0;3;0;0;0;0;0;2;0;0;3;115;444;20;17;31;52;9;33;5;51;1.816;3;2.605;0;0;0;0;0;0;0;0;0;0;0;0;0;18;22;3;0;10;17;1;10;0;39;789;0;909;0;1;0;3;0;0;0;0;0;2;0;0;3;133;466;23;17;41;69;10;43;5;90;2.605;3;3.514
;{ñ class};1;10;3;4;0;1;6;1;0;0;0;0;18;18;216;49;23;2;118;147;65;6;42;83;7;820;0;0;0;0;0;0;0;1;0;1;0;0;8;3;16;37;4;2;14;14;49;14;29;77;0;269;1;10;3;4;0;1;6;2;0;1;0;0;26;21;232;86;27;4;132;161;114;20;71;160;7;1.089
120040:Rio Branco - AC;Total;240;722;131;26;31;65;1.051;163;146;106;96;0;1.452;844;5.337;8.514;1.891;442;4.129;2.083;3.408;1.369;1.524;17.567;1.335;52.672;55;66;15;11;12;7;182;77;23;56;119;0;589;210;801;6.632;750;455;1.786;770;3.735;3.021;1.754;23.008;153;44.287;295;788;146;37;43;72;1.233;240;169;162;215;0;2.041;1.054;6.138;15.146;2.641;897;5.915;2.853;7.143;4.390;3.278;40.575;1.488;96.959
;00:Até 0,50;0;1;1;0;0;0;0;0;0;0;0;0;7;8;30;56;19;2;6;19;6;1;6;11;2;175;0;2;1;0;1;0;0;1;0;0;0;0;8;6;26;52;11;0;3;16;13;1;9;11;0;161;0;3;2;0;1;0;0;1;0;0;0;0;15;14;56;108;30;2;9;35;19;2;15;22;2;336
;01:0,51 a 1,00;1;48;1;4;3;8;21;4;1;12;0;0;38;14;251;312;42;4;76;23;164;18;68;58;338;1.509;2;6;0;2;1;0;5;5;2;2;2;0;28;7;63;480;32;4;68;17;175;86;98;42;49;1.176;3;54;1;6;4;8;26;9;3;14;2;0;66;21;314;792;74;8;144;40;339;104;166;100;387;2.685
;02:1,01 a 1,50;105;426;76;9;18;34;427;70;61;59;84;0;501;25;1.928;4.562;881;31;1.552;518;2.003;243;210;646;587;15.056;37;36;9;6;9;5;85;45;15;33;110;0;331;14;476;4.131;454;53;1.068;315;2.403;690;325;1.204;73;11.927;142;462;85;15;27;39;512;115;76;92;194;0;832;39;2.404;8.693;1.335;84;2.620;833;4.406;933;535;1.850;660;26.983
;03:1,51 a 2,00;44;145;27;5;4;8;271;29;51;22;7;0;421;81;1.345;1.833;449;15;1.591;372;563;504;131;1.129;211;9.258;13;13;3;2;0;2;54;11;4;13;6;0;126;5;98;1.114;113;31;288;158;510;1.062;149;2.352;11;6.138;57;158;30;7;4;10;325;40;55;35;13;0;547;86;1.443;2.947;562;46;1.879;530;1.073;1.566;280;3.481;222;15.396
;04:2,01 a 3,00;74;81;20;8;5;10;187;39;23;8;3;0;278;97;1.086;986;301;35;479;640;314;149;137;3.641;120;8.721;3;5;1;1;0;0;18;7;1;5;0;0;51;13;53;513;79;43;141;97;276;339;295;4.764;7;6.712;77;86;21;9;5;10;205;46;24;13;3;0;329;110;1.139;1.499;380;78;620;737;590;488;432;8.405;127;15.433
;05:3,01 a 4,00;13;8;2;0;1;3;70;15;3;4;0;0;87;119;269;341;68;75;123;227;110;73;133;3.910;21;5.675;0;2;1;0;1;0;6;5;0;0;0;0;17;14;15;157;24;90;55;59;96;224;179;4.122;1;5.068;13;10;3;0;2;3;76;20;3;4;0;0;104;133;284;498;92;165;178;286;206;297;312;8.032;22;10.743
;06:4,01 a 5,00;1;2;0;0;0;0;21;3;3;0;1;0;40;99;66;153;47;35;64;69;54;124;120;2.471;15;3.388;0;1;0;0;0;0;3;2;1;0;0;0;11;35;21;58;18;49;34;33;48;284;129;4.416;6;5.149;1;3;0;0;0;0;24;5;4;0;1;0;51;134;87;211;65;84;98;102;102;408;249;6.887;21;8.537
;07:5,01 a 7,00;2;1;1;0;0;0;22;1;1;1;0;0;37;112;35;123;55;80;56;67;57;58;211;2.267;13;3.200;0;0;0;0;0;0;4;1;0;1;0;0;4;37;8;66;9;81;42;30;59;152;183;3.382;1;4.060;2;1;1;0;0;0;26;2;1;2;0;0;41;149;43;189;64;161;98;97;116;210;394;5.649;14;7.260
;08:7,01 a 10,00;0;0;0;0;0;0;10;1;1;0;0;0;10;123;81;56;15;72;42;43;34;22;253;1.358;5;2.126;0;0;0;0;0;0;4;0;0;0;0;0;2;28;21;25;8;45;25;16;27;28;188;1.332;2;1.751;0;0;0;0;0;0;14;1;1;0;0;0;12;151;102;81;23;117;67;59;61;50;441;2.690;7;3.877
;09:10,01 a 15,00;0;1;1;0;0;0;2;0;0;0;0;0;7;100;39;30;5;47;33;24;32;21;142;937;2;1.423;0;0;0;0;0;0;0;0;0;0;0;0;3;34;6;5;0;38;18;3;41;24;115;737;0;1.024;0;1;1;0;0;0;2;0;0;0;0;0;10;134;45;35;5;85;51;27;73;45;257;1.674;2;2.447
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;37;20;6;1;22;28;5;34;75;51;367;2;649;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;1;0;12;13;1;49;67;41;257;0;455;0;0;0;0;0;0;0;0;0;0;0;0;1;44;27;7;1;34;41;6;83;142;92;624;2;1.104
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;23;77;6;2;22;49;6;11;77;57;733;2;1.066;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;5;24;2;8;48;27;358;0;487;0;0;0;0;0;0;0;0;0;0;0;0;1;33;82;6;2;27;73;8;19;125;84;1.091;2;1.553
;{ñ class};0;9;2;0;0;2;20;1;2;0;1;0;24;6;110;50;6;2;30;70;26;4;5;39;17;426;0;1;0;0;0;0;3;0;0;2;1;0;8;0;2;30;2;4;7;23;30;16;16;31;3;179;0;10;2;0;0;2;23;1;2;2;2;0;32;6;112;80;8;6;37;93;56;20;21;70;20;605
130260:Manaus - AM;Total;999;1.489;8.922;8.854;19.594;20.516;1.011;3.269;3.082;9.000;745;11;7.534;4.153;25.133;32.887;11.692;2.033;34.033;26.558;19.784;2.682;7.329;48.762;931;301.003;183;195;1.973;7.183;19.752;3.289;249;1.468;2.214;4.296;1.364;3;4.734;629;2.721;27.845;4.932;2.345;11.268;6.899;22.970;7.535;10.194;68.404;290;212.935;1.182;1.684;10.895;16.037;39.346;23.805;1.260;4.737;5.296;13.296;2.109;14;12.268;4.782;27.854;60.732;16.624;4.378;45.301;33.457;42.754;10.217;17.523;117.166;1.221;513.938
;00:Até 0,50;0;0;74;119;281;98;0;21;52;101;1;0;52;7;81;302;53;17;21;96;221;37;45;8;0;1.687;0;2;22;115;181;49;0;14;51;58;3;0;45;2;52;298;44;16;20;73;181;22;46;7;1;1.302;0;2;96;234;462;147;0;35;103;159;4;0;97;9;133;600;97;33;41;169;402;59;91;15;1;2.989
;01:0,51 a 1,00;3;29;108;137;434;169;47;39;53;99;58;0;154;16;330;680;167;23;542;249;1.269;58;203;528;92;5.487;0;18;54;107;316;79;20;35;53;69;95;0;158;15;117;979;174;39;416;123;1.932;187;621;389;47;6.043;3;47;162;244;750;248;67;74;106;168;153;0;312;31;447;1.659;341;62;958;372;3.201;245;824;917;139;11.530
;02:1,01 a 1,50;26;530;2.069;1.842;3.159;906;416;949;941;2.050;429;5;3.069;212;6.458;15.852;4.504;66;8.259;4.629;8.720;522;1.074;4.209;456;71.352;10;44;487;3.157;6.081;501;119;649;874;1.660;1.077;1;2.909;63;802;16.690;2.484;160;5.052;1.706;13.540;2.429;2.667;8.045;191;71.398;36;574;2.556;4.999;9.240;1.407;535;1.598;1.815;3.710;1.506;6;5.978;275;7.260;32.542;6.988;226;13.311;6.335;22.260;2.951;3.741;12.254;647;142.750
;03:1,51 a 2,00;33;309;2.384;2.766;5.417;4.105;256;773;659;2.087;140;0;1.872;608;7.824;6.939;2.524;73;11.046;5.283;3.671;483;567;2.012;252;62.083;6;30;501;2.236;6.909;860;46;262;605;1.109;101;2;682;26;526;4.882;818;215;2.459;2.195;2.531;1.389;963;3.166;31;32.550;39;339;2.885;5.002;12.326;4.965;302;1.035;1.264;3.196;241;2;2.554;634;8.350;11.821;3.342;288;13.505;7.478;6.202;1.872;1.530;5.178;283;94.633
;04:2,01 a 3,00;61;274;2.154;1.735;4.114;6.411;227;694;568;1.725;78;4;1.161;1.112;5.606;4.758;2.032;151;9.539;6.423;2.596;851;863;16.192;74;69.403;6;32;441;760;3.657;750;28;228;342;578;42;0;399;79;393;2.750;659;205;1.502;1.307;1.743;2.155;1.353;30.070;12;49.491;67;306;2.595;2.495;7.771;7.161;255;922;910;2.303;120;4;1.560;1.191;5.999;7.508;2.691;356;11.041;7.730;4.339;3.006;2.216;46.262;86;118.894
;05:3,01 a 4,00;78;113;725;651;1.617;3.371;32;324;192;686;13;0;454;465;2.014;1.930;812;296;1.588;5.701;1.015;164;740;5.071;35;28.087;12;28;189;251;799;304;15;117;88;256;12;0;172;59;291;993;303;309;556;607;778;347;737;6.639;4;13.866;90;141;914;902;2.416;3.675;47;441;280;942;25;0;626;524;2.305;2.923;1.115;605;2.144;6.308;1.793;511;1.477;11.710;39;41.953
;06:4,01 a 5,00;52;77;381;368;972;1.636;13;147;159;415;4;1;250;288;944;860;576;274;738;1.613;617;108;655;3.310;9;14.467;6;9;99;137;411;227;7;50;57;109;4;0;106;59;175;463;156;328;315;221;741;221;673;3.945;2;8.521;58;86;480;505;1.383;1.863;20;197;216;524;8;1;356;347;1.119;1.323;732;602;1.053;1.834;1.358;329;1.328;7.255;11;22.988
;07:5,01 a 7,00;94;67;384;400;1.172;1.449;5;146;209;512;6;0;228;410;810;742;425;368;760;1.067;511;87;984;4.863;7;15.706;23;12;83;138;423;194;6;46;46;157;1;0;111;84;149;381;112;394;368;267;632;183;1.123;5.131;0;10.064;117;79;467;538;1.595;1.643;11;192;255;669;7;0;339;494;959;1.123;537;762;1.128;1.334;1.143;270;2.107;9.994;7;25.770
;08:7,01 a 10,00;121;31;267;359;895;841;5;90;102;482;4;0;117;260;444;367;263;297;504;518;442;239;973;5.436;2;13.059;27;11;37;123;317;147;0;34;40;113;3;0;62;52;120;180;98;326;249;187;306;410;963;5.689;2;9.496;148;42;304;482;1.212;988;5;124;142;595;7;0;179;312;564;547;361;623;753;705;748;649;1.936;11.125;4;22.555
;09:10,01 a 15,00;109;17;197;238;768;653;2;45;74;302;0;0;60;219;225;154;135;265;335;327;348;58;668;3.400;2;8.601;18;6;38;55;227;103;1;15;18;54;1;0;21;105;58;65;53;234;151;81;337;81;591;2.561;0;4.874;127;23;235;293;995;756;3;60;92;356;1;0;81;324;283;219;188;499;486;408;685;139;1.259;5.961;2;13.475
;10:15,01 a 20,00;83;9;80;81;315;258;3;11;23;154;0;0;20;216;60;57;47;92;175;113;121;46;215;1.426;0;3.605;30;2;10;22;71;29;0;10;6;30;0;0;10;51;14;19;8;74;47;32;55;49;190;1.046;0;1.805;113;11;90;103;386;287;3;21;29;184;0;0;30;267;74;76;55;166;222;145;176;95;405;2.472;0;5.410
;11:Mais de 20,00;332;14;55;94;282;355;1;9;30;274;0;0;31;287;58;43;58;97;202;124;144;17;150;2.276;0;4.933;43;1;4;10;32;12;0;6;4;32;0;0;6;31;9;15;8;29;59;16;35;5;92;1.696;0;2.145;375;15;59;104;314;367;1;15;34;306;0;0;37;318;67;58;66;126;261;140;179;22;242;3.972;0;7.078
;{ñ class};7;19;44;64;168;264;4;21;20;113;12;1;66;53;279;203;96;14;324;415;109;12;192;31;2;2.533;2;0;8;72;328;34;7;2;30;71;25;0;53;3;15;130;15;16;74;84;159;57;175;20;0;1.380;9;19;52;136;496;298;11;23;50;184;37;1;119;56;294;333;111;30;398;499;268;69;367;51;2;3.913
140010:Boa Vista - RR;Total;43;459;38;9;49;27;129;87;122;24;11;2;677;1.246;2.795;6.509;1.546;319;2.101;1.081;3.341;251;1.622;18.108;348;40.944;9;64;11;3;5;1;17;58;29;8;42;0;387;271;281;5.307;478;258;2.149;340;4.441;681;2.147;25.000;92;42.079;52;523;49;12;54;28;146;145;151;32;53;2;1.064;1.517;3.076;11.816;2.024;577;4.250;1.421;7.782;932;3.769;43.108;440;83.023
;00:Até 0,50;1;1;0;0;0;0;1;0;0;0;0;0;3;2;8;24;4;0;2;13;5;7;9;8;2;90;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;26;3;1;3;3;8;6;9;6;1;73;1;1;0;0;0;0;1;0;0;0;0;0;5;3;12;50;7;1;5;16;13;13;18;14;3;163
;01:0,51 a 1,00;2;57;3;0;2;0;9;5;10;2;3;0;41;31;147;254;54;0;191;46;415;20;59;397;46;1.794;1;10;0;1;1;0;2;10;9;1;12;0;14;13;87;224;78;12;393;33;1.105;89;163;877;22;3.157;3;67;3;1;3;0;11;15;19;3;15;0;55;44;234;478;132;12;584;79;1.520;109;222;1.274;68;4.951
;02:1,01 a 1,50;8;250;16;6;18;17;57;49;61;17;6;1;323;35;1.003;3.874;869;9;956;333;2.019;105;238;3.119;112;13.501;3;25;10;1;2;0;9;31;12;6;25;0;212;6;97;3.757;229;17;1.356;114;2.553;352;396;5.483;39;14.735;11;275;26;7;20;17;66;80;73;23;31;1;535;41;1.100;7.631;1.098;26;2.312;447;4.572;457;634;8.602;151;28.236
;03:1,51 a 2,00;18;79;13;3;10;5;34;16;36;3;1;0;151;99;558;1.151;229;5;579;209;387;53;173;2.044;62;5.918;2;11;1;1;1;0;5;8;7;1;5;0;82;5;26;694;55;2;136;63;242;99;208;1.969;6;3.629;20;90;14;4;11;5;39;24;43;4;6;0;233;104;584;1.845;284;7;715;272;629;152;381;4.013;68;9.547
;04:2,01 a 3,00;10;53;6;0;18;5;23;11;12;1;1;0;76;234;716;689;210;23;147;252;202;23;192;2.469;79;5.452;2;10;0;0;1;0;0;7;0;0;0;0;24;63;30;404;60;20;91;62;163;75;303;3.445;8;4.768;12;63;6;0;19;5;23;18;12;1;1;0;100;297;746;1.093;270;43;238;314;365;98;495;5.914;87;10.220
;05:3,01 a 4,00;1;4;0;0;1;0;0;3;1;0;0;0;38;253;174;232;84;62;54;87;60;20;172;1.275;14;2.535;0;4;0;0;0;1;1;0;1;0;0;0;27;34;11;90;24;48;29;23;66;13;165;2.277;3;2.817;1;8;0;0;1;1;1;3;2;0;0;0;65;287;185;322;108;110;83;110;126;33;337;3.552;17;5.352
;06:4,01 a 5,00;2;5;0;0;0;0;1;2;2;1;0;0;10;160;68;96;27;43;17;45;26;10;131;1.564;6;2.216;1;3;0;0;0;0;0;0;0;0;0;0;6;16;4;41;13;43;21;17;54;10;122;2.489;3;2.843;3;8;0;0;0;0;1;2;2;1;0;0;16;176;72;137;40;86;38;62;80;20;253;4.053;9;5.059
;07:5,01 a 7,00;0;5;0;0;0;0;2;0;0;0;0;0;20;136;37;83;23;55;31;28;111;3;224;3.551;6;4.315;0;1;0;0;0;0;0;2;0;0;0;0;14;41;7;28;7;37;30;12;101;5;266;5.152;7;5.710;0;6;0;0;0;0;2;2;0;0;0;0;34;177;44;111;30;92;61;40;212;8;490;8.703;13;10.025
;08:7,01 a 10,00;1;0;0;0;0;0;1;1;0;0;0;0;7;119;19;52;28;49;32;18;24;3;179;1.386;5;1.924;0;0;0;0;0;0;0;0;0;0;0;0;3;26;4;10;6;53;17;7;37;6;284;1.709;2;2.164;1;0;0;0;0;0;1;1;0;0;0;0;10;145;23;62;34;102;49;25;61;9;463;3.095;7;4.088
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;68;11;13;6;37;25;17;36;6;137;1.024;5;1.385;0;0;0;0;0;0;0;0;0;0;0;0;0;32;3;6;2;14;11;3;69;19;149;705;0;1.013;0;0;0;0;0;0;0;0;0;0;0;0;0;100;14;19;8;51;36;20;105;25;286;1.729;5;2.398
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;30;6;3;4;14;12;11;14;0;52;359;3;508;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;1;0;7;10;1;10;3;44;181;0;277;0;0;0;0;0;0;0;0;0;0;0;0;0;47;9;4;4;21;22;12;24;3;96;540;3;785
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;69;19;2;0;22;36;3;8;0;50;643;2;855;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;0;0;2;15;0;6;2;29;353;1;426;0;0;0;0;0;0;0;0;0;0;0;0;1;85;21;2;0;24;51;3;14;2;79;996;3;1.281
;{ñ class};0;5;0;0;0;0;1;0;0;0;0;1;7;10;29;36;8;0;19;19;34;1;6;269;6;451;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;26;1;2;37;2;27;2;9;354;0;467;0;5;0;0;0;0;1;0;0;0;0;1;10;11;32;62;9;2;56;21;61;3;15;623;6;918
150140:Belém - PA;Total;167;699;593;317;120;657;1.913;1.756;484;949;162;0;4.459;3.495;23.956;35.619;5.970;3.594;34.181;15.742;20.805;4.270;8.901;76.255;2.409;247.473;63;59;70;29;33;52;210;771;130;317;577;0;1.540;831;1.948;29.148;2.443;3.716;10.150;3.468;20.121;10.355;9.661;76.356;502;172.550;230;758;663;346;153;709;2.123;2.527;614;1.266;739;0;5.999;4.326;25.904;64.767;8.413;7.310;44.331;19.210;40.926;14.625;18.562;152.611;2.911;420.023
;00:Até 0,50;0;0;0;0;1;0;1;9;5;2;0;0;42;5;27;281;45;2;72;253;344;12;197;40;1;1.339;0;0;0;0;0;0;0;27;2;1;0;0;44;9;15;301;12;3;54;150;516;26;131;64;3;1.358;0;0;0;0;1;0;1;36;7;3;0;0;86;14;42;582;57;5;126;403;860;38;328;104;4;2.697
;01:0,51 a 1,00;1;28;17;7;1;13;70;58;17;39;12;0;82;5;395;2.563;318;19;779;245;1.158;118;667;3.022;254;9.888;1;2;6;2;2;1;10;33;11;17;36;0;88;3;94;1.756;146;77;559;139;1.312;246;724;6.029;32;11.326;2;30;23;9;3;14;80;91;28;56;48;0;170;8;489;4.319;464;96;1.338;384;2.470;364;1.391;9.051;286;21.214
;02:1,01 a 1,50;7;271;215;142;51;141;995;509;189;287;102;0;1.669;228;10.009;19.214;2.527;166;9.050;4.437;10.931;1.531;1.738;7.735;1.104;73.248;4;22;32;12;21;17;94;281;69;173;439;0;938;62;807;17.488;1.240;554;4.397;1.003;12.162;3.695;2.782;10.327;285;56.904;11;293;247;154;72;158;1.089;790;258;460;541;0;2.607;290;10.816;36.702;3.767;720;13.447;5.440;23.093;5.226;4.520;18.062;1.389;130.152
;03:1,51 a 2,00;7;170;232;59;42;190;391;315;119;178;27;0;777;490;7.943;6.447;1.030;99;10.777;1.999;3.619;1.016;701;6.274;474;43.376;3;23;23;3;1;8;42;133;13;35;67;0;136;78;425;4.865;356;265;1.893;654;2.182;2.853;806;6.494;46;21.404;10;193;255;62;43;198;433;448;132;213;94;0;913;568;8.368;11.312;1.386;364;12.670;2.653;5.801;3.869;1.507;12.768;520;64.780
;04:2,01 a 3,00;20;142;84;38;18;194;215;363;95;158;14;0;764;951;3.011;3.973;889;269;9.091;4.421;1.978;660;609;14.711;303;42.971;10;2;6;4;5;12;23;118;18;31;18;0;120;353;246;2.698;306;345;1.426;703;1.540;1.775;807;11.574;54;22.194;30;144;90;42;23;206;238;481;113;189;32;0;884;1.304;3.257;6.671;1.195;614;10.517;5.124;3.518;2.435;1.416;26.285;357;65.165
